epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2728.77,0.84682,0.57682,0.97429,0.90487,0.84307,0.93422,0.6255,1.00737,0.64192,0.97386,0.000428314,0.000428314,0.000428314
181,2744.05,0.85576,0.56365,0.96076,0.86324,0.87167,0.92994,0.64168,0.96424,0.71046,0.97487,0.000426411,0.000426411,0.000426411
182,2759.56,0.84725,0.55611,0.96042,0.87962,0.87145,0.92901,0.64949,0.99039,0.70366,0.99096,0.000424507,0.000424507,0.000424507
183,2775.4,0.80386,0.52913,0.94001,0.89745,0.9018,0.93924,0.62199,1.0318,0.6845,0.99058,0.000422604,0.000422604,0.000422604
184,2790.91,0.82236,0.54421,0.94281,0.75575,0.92342,0.89409,0.64468,0.98842,0.65727,0.98257,0.000420701,0.000420701,0.000420701
185,2806.3,0.84193,0.55768,0.94691,0.77512,0.90199,0.84963,0.61952,0.9711,0.69953,0.97364,0.000418797,0.000418797,0.000418797
186,2821.39,0.86033,0.56011,0.95283,0.89882,0.85888,0.90536,0.63184,1.03971,0.70262,0.99491,0.000416894,0.000416894,0.000416894
187,2837.38,0.85939,0.55728,0.9687,0.83201,0.90957,0.87996,0.59703,1.01997,0.7152,0.98398,0.000414991,0.000414991,0.000414991
188,2853.33,0.85113,0.54809,0.93785,0.89833,0.92339,0.91375,0.6423,0.95913,0.70595,0.943,0.000413088,0.000413088,0.000413088
189,2869.14,0.87179,0.59434,0.97551,0.89624,0.87875,0.9377,0.67482,0.93049,0.68763,0.94774,0.000411184,0.000411184,0.000411184
190,2884.56,0.86235,0.56673,0.9415,0.7922,0.92252,0.93727,0.69329,0.94509,0.66248,0.97254,0.000409281,0.000409281,0.000409281
191,2900.23,0.8722,0.54757,0.96478,0.85632,0.88051,0.91235,0.65641,1.01007,0.6824,0.9829,0.000407378,0.000407378,0.000407378
192,2915.22,0.80875,0.54123,0.92924,0.87461,0.88712,0.9154,0.65602,0.96922,0.66895,0.96742,0.000405474,0.000405474,0.000405474
193,2929.97,0.84577,0.53252,0.95721,0.88612,0.88498,0.91802,0.66375,0.95347,0.6578,0.97108,0.000403571,0.000403571,0.000403571
194,2945.03,0.80792,0.53148,0.94431,0.84843,0.92463,0.92828,0.6553,0.96566,0.64103,0.9884,0.000401668,0.000401668,0.000401668
195,2959.99,0.80311,0.5209,0.94098,0.80874,0.9012,0.90064,0.65787,0.92775,0.64644,0.97444,0.000399765,0.000399765,0.000399765
196,2974.76,0.80462,0.7034,0.89544,0.84259,0.8894,0.87208,0.6477,0.91732,0.65252,0.97263,0.000397861,0.000397861,0.000397861
197,2989.79,0.83973,0.54667,0.95569,0.84817,0.9205,0.89199,0.65452,0.93704,0.66143,0.98007,0.000395958,0.000395958,0.000395958
198,3004.57,0.82131,0.53932,0.93022,0.8222,0.91315,0.88804,0.65026,0.9251,0.65246,0.97662,0.000394055,0.000394055,0.000394055
199,3019.87,0.83123,0.53808,0.92748,0.86507,0.88065,0.89709,0.64715,0.94472,0.6362,0.98365,0.000392152,0.000392152,0.000392152
200,3034.95,0.78738,0.50997,0.92843,0.87214,0.88411,0.92349,0.65447,0.97309,0.63102,0.95878,0.000390248,0.000390248,0.000390248
201,3050.19,0.83299,0.53311,0.93857,0.90814,0.8538,0.92455,0.6436,0.95944,0.63775,0.94403,0.000388345,0.000388345,0.000388345
202,3065.93,0.83055,0.53461,0.94198,0.90175,0.87877,0.92022,0.66577,0.94321,0.64399,0.9687,0.000386442,0.000386442,0.000386442
203,3080.7,0.80509,0.52024,0.94077,0.88495,0.87543,0.92929,0.64833,1.00437,0.67135,0.97533,0.000384538,0.000384538,0.000384538
204,3095.32,0.82934,0.52926,0.95106,0.9138,0.85186,0.92417,0.60844,1.04501,0.68093,0.99896,0.000382635,0.000382635,0.000382635
205,3110.11,0.82444,0.5359,0.94381,0.93915,0.8572,0.92598,0.64673,0.96159,0.65892,0.98286,0.000380732,0.000380732,0.000380732
206,3125.19,0.84475,0.53787,0.93684,0.92146,0.8454,0.92127,0.64956,0.99589,0.6788,1.00676,0.000378829,0.000378829,0.000378829
207,3140.14,0.79396,0.52806,0.92225,0.91771,0.84792,0.90467,0.62429,1.01338,0.65172,0.99231,0.000376925,0.000376925,0.000376925
208,3155.56,0.81753,0.51244,0.94327,0.93788,0.84811,0.93384,0.68832,0.9152,0.6404,0.97603,0.000375022,0.000375022,0.000375022
209,3171.01,0.82568,0.52454,0.94166,0.87317,0.90137,0.91109,0.67016,0.91383,0.66751,0.97949,0.000373119,0.000373119,0.000373119
210,3186.39,0.82276,0.53651,0.94734,0.86831,0.86964,0.90833,0.67566,0.90492,0.66532,0.96905,0.000371216,0.000371216,0.000371216
211,3201.97,0.8094,0.52981,0.94958,0.90914,0.8467,0.89967,0.63429,0.97848,0.66615,0.97305,0.000369312,0.000369312,0.000369312
212,3217.3,0.77497,0.51409,0.91716,0.94437,0.86221,0.91507,0.65678,0.94439,0.66544,0.95084,0.000367409,0.000367409,0.000367409
213,3232.47,0.79817,0.50402,0.93936,0.89302,0.80835,0.89444,0.64874,0.92254,0.64211,0.94088,0.000365506,0.000365506,0.000365506
214,3247.74,0.81725,0.50692,0.94949,0.84825,0.88901,0.86221,0.62075,0.92772,0.628,0.96168,0.000363602,0.000363602,0.000363602
215,3262.95,0.79917,0.51154,0.92803,0.84677,0.88949,0.86196,0.6246,0.95229,0.64276,0.98379,0.000361699,0.000361699,0.000361699
216,3278.65,0.80204,0.51017,0.92612,0.84217,0.88151,0.90686,0.63288,0.95327,0.65425,0.9718,0.000359796,0.000359796,0.000359796
217,3293.87,0.79586,0.5055,0.93882,0.82577,0.85569,0.89217,0.61284,0.96792,0.69085,0.98061,0.000357893,0.000357893,0.000357893
218,3308.9,0.80403,0.51651,0.9236,0.85531,0.85212,0.87779,0.63314,0.9346,0.68114,0.9828,0.000355989,0.000355989,0.000355989
219,3323.9,0.83251,0.53175,0.94689,0.86962,0.85775,0.8624,0.57899,1.03612,0.64387,0.99711,0.000354086,0.000354086,0.000354086
220,3338.97,0.82832,0.52,0.94336,0.87613,0.86956,0.8673,0.61137,0.97156,0.62045,0.99483,0.000352183,0.000352183,0.000352183
221,3354,0.80625,0.51154,0.93881,0.86827,0.8804,0.87335,0.59608,1.04987,0.62148,1.00307,0.00035028,0.00035028,0.00035028
222,3369.08,0.80892,0.51556,0.93825,0.87292,0.87797,0.88715,0.65045,0.94152,0.63815,0.99467,0.000348376,0.000348376,0.000348376
223,3384.29,0.77776,0.51611,0.93992,0.87262,0.85363,0.88801,0.65479,0.96917,0.6638,0.99488,0.000346473,0.000346473,0.000346473
224,3399.36,0.80392,0.51032,0.94568,0.85782,0.87446,0.88623,0.65884,0.95125,0.65039,0.97829,0.00034457,0.00034457,0.00034457
225,3414.43,0.80117,0.51132,0.93508,0.82975,0.88309,0.90679,0.62924,0.9871,0.65992,0.98004,0.000342666,0.000342666,0.000342666
226,3429.66,0.79423,0.51446,0.92502,0.85313,0.89381,0.91832,0.6456,0.92894,0.64322,0.95763,0.000340763,0.000340763,0.000340763
227,3444.74,0.8141,0.49305,0.92546,0.85596,0.87609,0.92015,0.68606,0.90283,0.67199,0.95961,0.00033886,0.00033886,0.00033886
228,3459.79,0.79093,0.50666,0.9243,0.85107,0.87747,0.89832,0.66711,0.93363,0.66643,0.98335,0.000336957,0.000336957,0.000336957
229,3474.9,0.79278,0.50647,0.92225,0.90268,0.84337,0.91631,0.63716,1.07931,0.63498,1.01267,0.000335053,0.000335053,0.000335053
230,3490,0.8126,0.51543,0.93517,0.92813,0.84072,0.91759,0.64208,0.98911,0.63826,0.98529,0.00033315,0.00033315,0.00033315
231,3505.14,0.75387,0.49735,0.91016,0.95225,0.79073,0.92446,0.68759,0.92163,0.63661,0.97189,0.000331247,0.000331247,0.000331247
232,3520.25,0.81742,0.52377,0.94832,0.80082,0.90175,0.91413,0.67515,0.93416,0.67262,0.97592,0.000329343,0.000329343,0.000329343
233,3535.27,0.76445,0.50593,0.9298,0.80574,0.88691,0.90524,0.66044,0.93391,0.6454,0.9754,0.00032744,0.00032744,0.00032744
234,3550.29,0.77834,0.49425,0.91835,0.86191,0.87964,0.89856,0.6387,0.92575,0.62561,0.96631,0.000325537,0.000325537,0.000325537
235,3565.3,0.76682,0.49975,0.92269,0.84502,0.89327,0.90145,0.6543,0.95899,0.6068,0.96614,0.000323634,0.000323634,0.000323634
236,3580.39,0.78503,0.50296,0.92122,0.84101,0.8884,0.92609,0.64181,1.03083,0.64146,0.99207,0.00032173,0.00032173,0.00032173
237,3595.49,0.78475,0.50022,0.93889,0.86404,0.88363,0.90333,0.63149,0.99678,0.62675,0.99585,0.000319827,0.000319827,0.000319827
238,3610.57,0.78835,0.50533,0.92995,0.86745,0.88516,0.89306,0.63695,0.95329,0.62806,0.96294,0.000317924,0.000317924,0.000317924
239,3625.66,0.79929,0.50669,0.93656,0.82814,0.86679,0.91372,0.65695,0.95765,0.61716,1.00305,0.000316021,0.000316021,0.000316021
240,3640.8,0.7783,0.48266,0.9312,0.7964,0.91488,0.87457,0.62729,0.92781,0.62915,0.99408,0.000314117,0.000314117,0.000314117
241,3655.81,0.77535,0.50268,0.9197,0.83368,0.89115,0.85266,0.62122,0.94553,0.65632,0.97441,0.000312214,0.000312214,0.000312214
242,3670.93,0.73825,0.46564,0.92742,0.82017,0.8823,0.88611,0.64449,0.92819,0.63485,0.96046,0.000310311,0.000310311,0.000310311
243,3686.01,0.787,0.49632,0.91883,0.80141,0.89458,0.89192,0.64763,0.98931,0.62582,0.98511,0.000308407,0.000308407,0.000308407
244,3701.03,0.78847,0.50778,0.92939,0.91015,0.79172,0.89149,0.64492,0.98326,0.61184,0.99194,0.000306504,0.000306504,0.000306504
245,3716.09,0.79419,0.49604,0.94308,0.92705,0.85687,0.91354,0.66309,0.9531,0.59821,0.98824,0.000304601,0.000304601,0.000304601
246,3731.12,0.76445,0.49438,0.91398,0.84937,0.8894,0.93655,0.67407,0.8993,0.57521,0.95699,0.000302698,0.000302698,0.000302698
247,3746.31,0.75789,0.50243,0.92075,0.90977,0.88728,0.9327,0.65846,0.92511,0.62089,0.94923,0.000300794,0.000300794,0.000300794
248,3761.45,0.78854,0.48692,0.92323,0.81756,0.91068,0.89661,0.64871,0.95555,0.62547,0.97563,0.000298891,0.000298891,0.000298891
249,3776.62,0.80844,0.50267,0.92757,0.87694,0.79837,0.8984,0.64861,0.97059,0.61678,1.00216,0.000296988,0.000296988,0.000296988
250,3791.88,0.76398,0.50018,0.93242,0.91531,0.84565,0.91848,0.66507,1.03566,0.61472,1.03267,0.000295085,0.000295085,0.000295085
251,3807.33,0.77336,0.48278,0.91787,0.94495,0.8447,0.92274,0.66426,1.00337,0.6314,1.0073,0.000293181,0.000293181,0.000293181
252,3822.47,0.7688,0.50636,0.92154,0.91498,0.85154,0.91902,0.67038,0.9488,0.63293,0.97199,0.000291278,0.000291278,0.000291278
253,3837.62,0.75413,0.47102,0.91307,0.91114,0.87052,0.9254,0.68098,0.94645,0.64121,0.94535,0.000289375,0.000289375,0.000289375
254,3852.82,0.76677,0.4857,0.91219,0.92969,0.88449,0.93787,0.6665,0.92303,0.63407,0.94093,0.000287471,0.000287471,0.000287471
255,3867.93,0.80744,0.50747,0.9389,0.94586,0.83472,0.92296,0.66799,0.97209,0.60114,0.94574,0.000285568,0.000285568,0.000285568
256,3883.08,0.7458,0.47613,0.9044,0.87211,0.85634,0.91683,0.66091,0.98603,0.62229,0.94973,0.000283665,0.000283665,0.000283665
257,3898.16,0.75562,0.47761,0.92318,0.92365,0.83061,0.90816,0.64645,0.97319,0.64112,0.96366,0.000281762,0.000281762,0.000281762
258,3913.41,0.77631,0.48508,0.93622,0.92047,0.85618,0.91504,0.64563,0.96666,0.60871,0.96342,0.000279858,0.000279858,0.000279858
259,3928.62,0.71488,0.45993,0.92419,0.91429,0.86131,0.91758,0.65949,0.95079,0.57508,0.95397,0.000277955,0.000277955,0.000277955
260,3943.87,0.72481,0.47166,0.9184,0.91602,0.85654,0.91157,0.68214,0.9045,0.56171,0.94574,0.000276052,0.000276052,0.000276052
261,3959.15,0.79615,0.48203,0.9375,0.93433,0.86686,0.91342,0.67996,0.91408,0.59354,0.94976,0.000274148,0.000274148,0.000274148
262,3974.27,0.75075,0.47822,0.90226,0.92836,0.86308,0.91544,0.67381,0.89023,0.60456,0.94564,0.000272245,0.000272245,0.000272245
263,3989.44,0.78029,0.49209,0.93061,0.87525,0.83753,0.8903,0.63702,0.95985,0.62164,0.9666,0.000270342,0.000270342,0.000270342
264,4004.65,0.78648,0.48576,0.93153,0.85448,0.8751,0.89321,0.66733,0.92681,0.60933,0.95794,0.000268439,0.000268439,0.000268439
265,4019.79,0.74223,0.45841,0.91707,0.89887,0.88328,0.89203,0.66096,0.91916,0.58457,0.95102,0.000266535,0.000266535,0.000266535
266,4034.95,0.75163,0.49124,0.92215,0.89348,0.90217,0.91406,0.68196,0.92124,0.58125,0.9583,0.000264632,0.000264632,0.000264632
267,4050.18,0.7564,0.46639,0.92064,0.94193,0.84822,0.92012,0.68019,0.92491,0.62168,0.96015,0.000262729,0.000262729,0.000262729
268,4065.45,0.72347,0.46418,0.91927,0.92131,0.86641,0.93445,0.66434,0.98886,0.65544,0.9648,0.000260826,0.000260826,0.000260826
269,4080.68,0.76622,0.48107,0.92034,0.92012,0.87487,0.90394,0.65568,0.93771,0.61979,0.95296,0.000258922,0.000258922,0.000258922
270,4095.8,0.76651,0.47096,0.9186,0.9291,0.88097,0.90797,0.69194,0.90534,0.6156,0.93204,0.000257019,0.000257019,0.000257019
271,4111.07,0.82771,0.508,0.93634,0.85951,0.88063,0.90927,0.66745,0.91647,0.58844,0.93557,0.000255116,0.000255116,0.000255116
272,4126.31,0.76661,0.48469,0.93576,0.94639,0.86433,0.91513,0.66182,0.98029,0.63531,0.95858,0.000253212,0.000253212,0.000253212
273,4141.57,0.76989,0.48396,0.92524,0.80984,0.89807,0.85546,0.62408,0.96189,0.62393,0.9549,0.000251309,0.000251309,0.000251309
274,4156.89,0.76703,0.47665,0.92094,0.82772,0.89191,0.8519,0.62713,0.97644,0.64468,0.96201,0.000249406,0.000249406,0.000249406
275,4172.1,0.72868,0.45931,0.90654,0.83242,0.88063,0.8611,0.63668,0.87402,0.60937,0.94555,0.000247503,0.000247503,0.000247503
276,4187.33,0.74362,0.46499,0.91556,0.82226,0.89602,0.87192,0.64625,0.87171,0.58159,0.94549,0.000245599,0.000245599,0.000245599
277,4202.57,0.74456,0.46647,0.91401,0.90606,0.89168,0.91612,0.68439,0.91995,0.58967,0.95759,0.000243696,0.000243696,0.000243696
278,4217.75,0.76368,0.47414,0.90718,0.9276,0.85957,0.91542,0.69289,0.89061,0.5956,0.94558,0.000241793,0.000241793,0.000241793
279,4233.01,0.71814,0.46264,0.91128,0.94112,0.8449,0.91566,0.65578,0.95662,0.64841,0.9604,0.00023989,0.00023989,0.00023989
280,4248.24,0.7745,0.49211,0.91947,0.91857,0.84754,0.91871,0.66749,0.94226,0.66335,0.96112,0.000237986,0.000237986,0.000237986
281,4263.44,0.74562,0.47328,0.91737,0.9093,0.8726,0.92759,0.68162,0.95827,0.60279,0.97246,0.000236083,0.000236083,0.000236083
282,4278.73,0.71875,0.45131,0.8962,0.87024,0.88712,0.93619,0.69684,0.955,0.6065,0.97962,0.00023418,0.00023418,0.00023418
283,4294.02,0.71691,0.45736,0.90787,0.85909,0.88115,0.94406,0.69398,0.97012,0.62898,0.97915,0.000232276,0.000232276,0.000232276
284,4309.18,0.7435,0.47289,0.90096,0.89331,0.86531,0.93058,0.70839,0.91111,0.6043,0.96935,0.000230373,0.000230373,0.000230373
285,4324.38,0.73158,0.47766,0.91396,0.93245,0.88982,0.93071,0.68332,0.91264,0.61058,0.96607,0.00022847,0.00022847,0.00022847
286,4339.61,0.72184,0.47255,0.9137,0.91034,0.88293,0.93066,0.66245,0.92242,0.61859,0.96048,0.000226567,0.000226567,0.000226567
287,4354.96,0.71085,0.45385,0.91684,0.86426,0.86063,0.90128,0.67604,0.93669,0.58866,0.96591,0.000224663,0.000224663,0.000224663
288,4370.21,0.73913,0.45287,0.90862,0.8525,0.86374,0.87979,0.67637,0.90613,0.58519,0.97452,0.00022276,0.00022276,0.00022276
289,4385.4,0.73857,0.4508,0.90856,0.84489,0.8807,0.87542,0.64487,0.89598,0.59377,0.96296,0.000220857,0.000220857,0.000220857
290,4400.52,0.75874,0.47941,0.90751,0.81103,0.89631,0.86487,0.65619,0.90777,0.61847,0.96252,0.000218954,0.000218954,0.000218954
291,4415.66,0.71471,0.46488,0.91013,0.82354,0.91575,0.86727,0.65544,0.92111,0.60429,0.96252,0.00021705,0.00021705,0.00021705
292,4430.85,0.74592,0.47451,0.90584,0.8366,0.88261,0.86661,0.64923,0.91999,0.60326,0.95059,0.000215147,0.000215147,0.000215147
293,4446.06,0.74419,0.4646,0.90722,0.85931,0.87516,0.8665,0.65686,0.91438,0.60457,0.9477,0.000213244,0.000213244,0.000213244
294,4461.22,0.73687,0.49489,0.92668,0.88986,0.87222,0.91141,0.65959,0.88813,0.60655,0.95114,0.00021134,0.00021134,0.00021134
295,4476.38,0.71527,0.45728,0.89668,0.93541,0.87544,0.93245,0.66925,0.90799,0.58328,0.95796,0.000209437,0.000209437,0.000209437
296,4491.66,0.71684,0.45526,0.89982,0.91059,0.86919,0.9265,0.67833,0.90279,0.59996,0.96012,0.000207534,0.000207534,0.000207534
297,4507.08,0.72262,0.45166,0.89603,0.88962,0.88618,0.91553,0.67376,0.88903,0.57723,0.93971,0.000205631,0.000205631,0.000205631
298,4522.55,0.74374,0.45395,0.90048,0.87199,0.87727,0.9136,0.67385,0.88636,0.58128,0.94647,0.000203727,0.000203727,0.000203727
299,4537.82,0.73692,0.46568,0.90679,0.86496,0.87986,0.91421,0.69814,0.86504,0.61385,0.96168,0.000201824,0.000201824,0.000201824
300,4553.4,0.73107,0.45799,0.92583,0.90705,0.84979,0.91304,0.68256,0.88626,0.6072,0.95117,0.000199921,0.000199921,0.000199921
301,4568.38,0.71712,0.45353,0.90977,0.90576,0.86458,0.91882,0.6995,0.85999,0.58549,0.93624,0.000198018,0.000198018,0.000198018
302,4582.84,0.71856,0.45711,0.89781,0.91514,0.8649,0.92317,0.66797,0.941,0.60431,0.95108,0.000196114,0.000196114,0.000196114
303,4597.33,0.73805,0.4504,0.9069,0.93577,0.85877,0.9157,0.66114,1.00286,0.63376,0.98225,0.000194211,0.000194211,0.000194211
304,4611.85,0.75046,0.46949,0.91771,0.93795,0.85122,0.91372,0.6791,0.92833,0.62411,0.97406,0.000192308,0.000192308,0.000192308
305,4626.25,0.71012,0.44893,0.8896,0.91084,0.85405,0.90819,0.68204,0.89706,0.61353,0.95961,0.000190404,0.000190404,0.000190404
306,4640.69,0.69989,0.44155,0.90676,0.91443,0.86249,0.93184,0.69562,0.87744,0.61561,0.94415,0.000188501,0.000188501,0.000188501
307,4655.11,0.75911,0.46141,0.92299,0.89494,0.8636,0.91369,0.69833,0.85399,0.57784,0.92491,0.000186598,0.000186598,0.000186598
308,4669.58,0.72128,0.46169,0.91379,0.9256,0.86281,0.90843,0.67628,0.89513,0.58475,0.94979,0.000184695,0.000184695,0.000184695
309,4683.94,0.71626,0.44153,0.8955,0.83978,0.8943,0.88952,0.6729,0.87137,0.5937,0.94374,0.000182791,0.000182791,0.000182791
310,4698.42,0.68703,0.44158,0.90019,0.94641,0.84621,0.91001,0.70034,0.87221,0.61432,0.9414,0.000180888,0.000180888,0.000180888
311,4712.97,0.7629,0.47252,0.93202,0.88789,0.87443,0.9003,0.69073,0.86961,0.59981,0.94215,0.000178985,0.000178985,0.000178985
312,4727.35,0.70653,0.43785,0.90577,0.88884,0.86887,0.89923,0.69656,0.86066,0.57953,0.93799,0.000177081,0.000177081,0.000177081
313,4741.86,0.68645,0.43331,0.89984,0.89993,0.86262,0.90471,0.69708,0.85656,0.57464,0.93652,0.000175178,0.000175178,0.000175178
314,4756.42,0.73239,0.44785,0.92702,0.81944,0.89236,0.88044,0.66951,0.90891,0.58606,0.95467,0.000173275,0.000173275,0.000173275
315,4770.93,0.69749,0.46381,0.90915,0.8196,0.89211,0.89461,0.66565,0.93718,0.61764,0.95444,0.000171372,0.000171372,0.000171372
316,4785.3,0.70443,0.44674,0.89959,0.84988,0.88871,0.88272,0.66345,0.89274,0.61141,0.94247,0.000169468,0.000169468,0.000169468
317,4799.69,0.69239,0.43896,0.89782,0.86058,0.88473,0.88031,0.67301,0.89142,0.60692,0.93915,0.000167565,0.000167565,0.000167565
318,4814.13,0.71224,0.44612,0.90084,0.83938,0.88959,0.88038,0.65051,0.92717,0.60894,0.95581,0.000165662,0.000165662,0.000165662
319,4828.61,0.68063,0.44382,0.90131,0.91201,0.87019,0.91073,0.67777,0.91918,0.61892,0.95511,0.000163759,0.000163759,0.000163759
320,4843.05,0.66178,0.42737,0.88702,0.92004,0.87102,0.91061,0.67908,0.89562,0.60005,0.94648,0.000161855,0.000161855,0.000161855
321,4857.52,0.73233,0.47293,0.9105,0.92411,0.86999,0.91106,0.66687,0.8479,0.59256,0.92794,0.000159952,0.000159952,0.000159952
322,4872.02,0.75044,0.45092,0.91888,0.90854,0.87517,0.91897,0.67498,0.86592,0.58676,0.9355,0.000158049,0.000158049,0.000158049
323,4886.52,0.7188,0.45428,0.92429,0.90169,0.8896,0.94422,0.6851,0.83886,0.55023,0.92871,0.000156145,0.000156145,0.000156145
324,4900.98,0.7149,0.43887,0.90159,0.89639,0.89703,0.939,0.68381,0.82759,0.5319,0.91785,0.000154242,0.000154242,0.000154242
325,4915.37,0.71276,0.44993,0.91177,0.90774,0.88234,0.94065,0.69011,0.8594,0.56526,0.93173,0.000152339,0.000152339,0.000152339
326,4929.88,0.68562,0.4299,0.89771,0.88892,0.89975,0.93696,0.68445,0.84015,0.56879,0.92233,0.000150436,0.000150436,0.000150436
327,4944.34,0.67842,0.42542,0.887,0.8911,0.87926,0.92948,0.69337,0.85141,0.56447,0.92426,0.000148532,0.000148532,0.000148532
328,4958.95,0.69735,0.43511,0.89556,0.84073,0.89386,0.89311,0.66459,0.85346,0.56971,0.92462,0.000146629,0.000146629,0.000146629
329,4973.5,0.69363,0.42651,0.91276,0.8295,0.88973,0.88744,0.67867,0.84652,0.58253,0.92832,0.000144726,0.000144726,0.000144726
330,4987.89,0.67565,0.42464,0.90606,0.82449,0.89585,0.88561,0.65743,0.87055,0.61152,0.93828,0.000142823,0.000142823,0.000142823
331,5002.32,0.73832,0.44095,0.90896,0.86083,0.88679,0.89926,0.67536,0.86621,0.60709,0.93611,0.000140919,0.000140919,0.000140919
332,5016.79,0.70348,0.44734,0.89072,0.85912,0.88741,0.90014,0.68835,0.84183,0.57736,0.92543,0.000139016,0.000139016,0.000139016
333,5031.26,0.66896,0.41667,0.89162,0.86543,0.88752,0.89512,0.6808,0.8491,0.58183,0.92663,0.000137113,0.000137113,0.000137113
334,5045.76,0.70227,0.43291,0.91343,0.88142,0.88479,0.91699,0.69483,0.87665,0.59946,0.94062,0.000135209,0.000135209,0.000135209
335,5060.11,0.72117,0.45143,0.90701,0.90316,0.87949,0.91739,0.69063,0.8864,0.5844,0.95386,0.000133306,0.000133306,0.000133306
336,5074.5,0.68666,0.42828,0.90056,0.91199,0.87737,0.91744,0.68672,0.87575,0.57184,0.94825,0.000131403,0.000131403,0.000131403
337,5089,0.69881,0.43445,0.9018,0.89296,0.87471,0.89992,0.66815,0.87233,0.56358,0.94064,0.0001295,0.0001295,0.0001295
338,5103.4,0.67405,0.42305,0.89367,0.87154,0.87372,0.90006,0.66687,0.8609,0.5535,0.92985,0.000127596,0.000127596,0.000127596
339,5117.82,0.71454,0.45411,0.90069,0.88335,0.8409,0.90055,0.66531,0.87595,0.58417,0.9319,0.000125693,0.000125693,0.000125693
340,5132.33,0.69853,0.4348,0.89192,0.91386,0.87162,0.9203,0.68997,0.87873,0.60036,0.93936,0.00012379,0.00012379,0.00012379
341,5146.82,0.70596,0.43845,0.90428,0.90743,0.87412,0.92356,0.70389,0.87543,0.56822,0.93971,0.000121887,0.000121887,0.000121887
342,5161.21,0.67578,0.42599,0.89434,0.91957,0.87666,0.92278,0.69833,0.87245,0.57207,0.93862,0.000119983,0.000119983,0.000119983
343,5175.71,0.68635,0.43461,0.89981,0.91866,0.87482,0.9236,0.70952,0.85082,0.60523,0.92997,0.00011808,0.00011808,0.00011808
344,5190.3,0.67627,0.43624,0.90195,0.8946,0.86629,0.92011,0.70692,0.87749,0.59598,0.93155,0.000116177,0.000116177,0.000116177
345,5204.68,0.66027,0.41642,0.88687,0.8968,0.85956,0.92193,0.68491,0.85953,0.60166,0.91852,0.000114273,0.000114273,0.000114273
346,5219.09,0.65704,0.41723,0.88914,0.8903,0.86294,0.92226,0.68706,0.84494,0.58529,0.91652,0.00011237,0.00011237,0.00011237
347,5233.6,0.66237,0.40771,0.89643,0.87247,0.88198,0.92402,0.69163,0.8562,0.5806,0.92073,0.000110467,0.000110467,0.000110467
348,5247.99,0.71776,0.44667,0.90429,0.87133,0.88142,0.92402,0.68523,0.84681,0.57367,0.91582,0.000108564,0.000108564,0.000108564
349,5262.45,0.68187,0.42904,0.8989,0.89307,0.8849,0.92449,0.68797,0.84025,0.56302,0.91535,0.00010666,0.00010666,0.00010666
350,5276.86,0.65959,0.41678,0.88656,0.90729,0.88551,0.92449,0.68902,0.86812,0.56358,0.92185,0.000104757,0.000104757,0.000104757
351,5291.27,0.70237,0.42623,0.90328,0.9089,0.86514,0.92142,0.6852,0.87194,0.56547,0.92206,0.000102854,0.000102854,0.000102854
352,5305.72,0.65876,0.41774,0.89775,0.92079,0.87032,0.91798,0.68264,0.84546,0.57196,0.91859,0.00010095,0.00010095,0.00010095
353,5320.21,0.65408,0.39814,0.88449,0.92434,0.87958,0.92247,0.68268,0.85478,0.58037,0.92085,9.90472e-05,9.90472e-05,9.90472e-05
354,5334.63,0.65967,0.4324,0.90075,0.92503,0.85914,0.92008,0.68432,0.8548,0.58543,0.92044,9.71439e-05,9.71439e-05,9.71439e-05
355,5349.03,0.67098,0.42236,0.88826,0.84464,0.8826,0.89805,0.65927,0.84885,0.58017,0.92105,9.52406e-05,9.52406e-05,9.52406e-05
356,5363.58,0.67056,0.41855,0.90321,0.86971,0.88154,0.90126,0.65537,0.86614,0.59077,0.93065,9.33374e-05,9.33374e-05,9.33374e-05
357,5378.1,0.67283,0.41858,0.88644,0.87987,0.88325,0.90138,0.65979,0.87205,0.59966,0.93164,9.14341e-05,9.14341e-05,9.14341e-05
358,5392.61,0.64706,0.40319,0.87768,0.88136,0.89405,0.90271,0.66321,0.87791,0.5981,0.9301,8.95308e-05,8.95308e-05,8.95308e-05
359,5407.14,0.66107,0.4115,0.89468,0.87244,0.89146,0.90276,0.65779,0.88293,0.60083,0.92495,8.76275e-05,8.76275e-05,8.76275e-05
360,5421.62,0.64617,0.4116,0.88924,0.86485,0.89102,0.90007,0.64572,0.86879,0.60581,0.91845,8.57243e-05,8.57243e-05,8.57243e-05
361,5436.1,0.64461,0.40301,0.88486,0.85094,0.90183,0.89942,0.6507,0.8832,0.60639,0.92051,8.3821e-05,8.3821e-05,8.3821e-05
362,5450.42,0.65739,0.40683,0.89,0.84319,0.90143,0.89875,0.65637,0.89484,0.59567,0.92339,8.19177e-05,8.19177e-05,8.19177e-05
363,5464.8,0.67091,0.41849,0.88406,0.89412,0.89088,0.91773,0.67644,0.88709,0.58091,0.92156,8.00144e-05,8.00144e-05,8.00144e-05
